email,Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
,49,Female,Ph.D.,22,Analyst,IT,Software Developer,Low,City_B,1,Online Courses,1,16.40186218
,50,Female,Bachelor's,4,Engineer,Healthcare,Nurse,Low,City_A,1,Workshops,1,24.00770266
,47,Male,Master's,3,Engineer,IT,Financial Analyst,Low,City_A,1,Certifications,1,12.27486039
,46,Male,Ph.D.,27,Consultant,Finance,Nurse,Low,City_B,1,Online Courses,0,26.58137292
,33,Female,Ph.D.,3,Manager,Education,Nurse,Low,City_B,1,Online Courses,0,5.0695566
,26,Male,High School,22,Engineer,IT,Teacher,Low,City_A,1,Certifications,1,13.72613836
,55,Female,Master's,13,Manager,Healthcare,Nurse,Low,City_B,1,Certifications,1,4.106863908
,58,Female,Bachelor's,8,Analyst,Finance,Software Developer,High,City_B,1,Online Courses,0,23.37026363
,36,Female,Master's,7,Engineer,IT,Software Developer,Medium,City_C,1,Certifications,0,8.743305112
,57,Male,Master's,27,Manager,Education,Software Developer,Medium,City_B,1,Workshops,1,13.77857111
,36,Male,Master's,1,Engineer,IT,Financial Analyst,High,City_B,1,Online Courses,0,5.819040997
,44,Female,Master's,27,Engineer,Healthcare,Software Developer,High,City_A,1,Workshops,1,8.74721083
,27,Male,Master's,16,Manager,IT,Financial Analyst,Low,City_A,1,Online Courses,1,5.414740633
,42,Male,High School,6,Engineer,Education,Software Developer,Low,City_C,1,Workshops,1,7.134017812
,44,Male,High School,7,Engineer,Education,Nurse,High,City_A,1,Workshops,1,24.75847875
,37,Male,Ph.D.,12,Engineer,Healthcare,Teacher,Low,City_B,1,Certifications,0,2.607685418
,36,Male,High School,23,Engineer,Education,Software Developer,Medium,City_B,1,Online Courses,0,4.639385806
,46,Male,Ph.D.,9,Analyst,Finance,Financial Analyst,Medium,City_B,1,Certifications,0,5.45355161
,57,Male,Ph.D.,27,Engineer,Education,Financial Analyst,Low,City_A,1,Certifications,1,23.98277659
,32,Female,Bachelor's,11,Consultant,Finance,Teacher,Low,City_B,1,Online Courses,0,9.735864697
,36,Male,Master's,10,Engineer,IT,Software Developer,Low,City_B,1,Workshops,1,16.68157791
,25,Male,High School,21,Manager,Finance,Nurse,Medium,City_C,1,Online Courses,1,20.93604052
,42,Male,Bachelor's,1,Consultant,Finance,Software Developer,Low,City_C,1,Online Courses,0,12.04826246
,34,Male,High School,18,Analyst,IT,Software Developer,High,City_C,1,Online Courses,1,22.85388833
,43,Male,Ph.D.,4,Consultant,Education,Teacher,Low,City_A,1,Certifications,1,4.53646115
,40,Male,High School,5,Consultant,Finance,Software Developer,High,City_B,1,Online Courses,1,7.315074253
,55,Male,Master's,9,Consultant,Education,Nurse,Low,City_B,1,Online Courses,0,1.148704568
,35,Male,Ph.D.,27,Manager,IT,Financial Analyst,Low,City_B,1,Online Courses,1,2.31539214
,25,Female,Ph.D.,17,Manager,Healthcare,Teacher,Medium,City_C,1,Workshops,0,8.467171404
,48,Male,Bachelor's,3,Manager,Education,Nurse,High,City_B,1,Workshops,1,6.810162732
,50,Male,Master's,16,Analyst,Education,Financial Analyst,High,City_B,1,Workshops,0,28.4585553
,49,Male,Ph.D.,5,Manager,Healthcare,Teacher,High,City_B,1,Workshops,1,5.505999762
,56,Male,Master's,16,Manager,Healthcare,Teacher,Medium,City_B,1,Certifications,0,9.146279347
,29,Female,High School,3,Consultant,IT,Financial Analyst,High,City_B,1,Certifications,0,6.684202985
,37,Female,Master's,20,Manager,Education,Financial Analyst,Medium,City_A,1,Online Courses,1,4.583343555
,57,Female,Ph.D.,15,Engineer,Education,Nurse,Low,City_B,1,Certifications,1,2.082939917
,51,Female,Bachelor's,3,Manager,IT,Software Developer,Low,City_A,1,Workshops,1,19.89030914
,39,Female,Ph.D.,20,Analyst,Education,Software Developer,High,City_B,1,Online Courses,1,28.25970813
,23,Female,Master's,14,Analyst,Finance,Software Developer,Low,City_A,1,Online Courses,0,4.936267566
,34,Female,Master's,16,Engineer,Finance,Software Developer,Low,City_B,1,Workshops,1,14.3996041
,25,Female,Ph.D.,29,Analyst,Finance,Software Developer,High,City_B,1,Workshops,0,5.487382292
,47,Female,Master's,29,Analyst,Education,Nurse,Low,City_B,1,Workshops,1,22.48056874
,46,Female,High School,17,Consultant,Finance,Teacher,High,City_B,1,Certifications,0,18.78189243
,51,Female,Ph.D.,28,Engineer,Finance,Nurse,High,City_C,1,Online Courses,0,7.243093328
,32,Female,Bachelor's,24,Consultant,IT,Nurse,Low,City_B,1,Workshops,0,29.19106829
,28,Female,Ph.D.,20,Consultant,IT,Nurse,Low,City_A,1,Online Courses,1,1.261788567
,52,Female,High School,23,Manager,Healthcare,Teacher,Low,City_C,1,Online Courses,1,12.21203503
,31,Female,High School,18,Engineer,Healthcare,Nurse,Low,City_C,1,Certifications,0,14.24260142
,34,Female,High School,18,Manager,Healthcare,Nurse,Low,City_B,1,Online Courses,0,9.54237748
,52,Male,High School,22,Manager,Healthcare,Teacher,Medium,City_A,1,Workshops,0,24.52931108
,28,Female,High School,14,Consultant,IT,Nurse,Low,City_A,1,Workshops,0,8.33717747
,57,Male,Bachelor's,18,Analyst,IT,Software Developer,Medium,City_C,1,Online Courses,0,7.161364451
,41,Female,Master's,15,Engineer,IT,Financial Analyst,High,City_A,1,Online Courses,1,29.78359923
,25,Female,High School,15,Analyst,Finance,Nurse,Low,City_B,1,Certifications,0,6.404916151
,28,Male,High School,6,Consultant,Finance,Financial Analyst,Low,City_B,1,Workshops,1,2.209326525
,22,Female,Ph.D.,27,Consultant,Healthcare,Nurse,Low,City_B,1,Workshops,1,21.01632651
,34,Male,Bachelor's,15,Consultant,Finance,Nurse,High,City_B,1,Online Courses,1,22.54830223
,43,Male,Bachelor's,18,Consultant,Education,Software Developer,Medium,City_B,1,Online Courses,0,19.62263622
,42,Male,Master's,4,Consultant,IT,Teacher,Medium,City_C,1,Online Courses,0,8.810451224
,43,Female,Bachelor's,23,Consultant,Healthcare,Financial Analyst,Low,City_B,1,Workshops,0,1.838903237
,49,Female,Ph.D.,8,Analyst,Healthcare,Teacher,Low,City_B,1,Online Courses,0,4.007654581
,30,Female,Ph.D.,15,Manager,Education,Software Developer,Low,City_C,1,Certifications,1,4.158579923
,47,Male,Master's,3,Analyst,Finance,Software Developer,Low,City_C,1,Certifications,1,1.464422888
,30,Male,Ph.D.,15,Engineer,Healthcare,Financial Analyst,High,City_C,1,Online Courses,1,2.071848972
,36,Female,High School,13,Analyst,Finance,Teacher,Low,City_A,1,Certifications,0,2.7384869
,31,Female,High School,9,Consultant,Finance,Software Developer,High,City_A,1,Certifications,0,19.80402917
,45,Female,Ph.D.,2,Analyst,Education,Nurse,Low,City_B,1,Certifications,0,1.570617909
,29,Female,Master's,24,Manager,Healthcare,Nurse,Medium,City_B,1,Certifications,0,3.688308112
,45,Female,Bachelor's,8,Engineer,Finance,Nurse,Medium,City_B,1,Certifications,0,1.091575023
,37,Male,Master's,29,Analyst,Finance,Teacher,Low,City_A,1,Workshops,0,7.260649709
,47,Male,Bachelor's,20,Manager,Education,Nurse,Low,City_B,1,Online Courses,1,16.71842563
,48,Male,Ph.D.,17,Analyst,Education,Nurse,High,City_B,1,Certifications,1,6.804840358
,58,Female,Ph.D.,13,Engineer,Finance,Software Developer,Low,City_A,1,Online Courses,0,27.91044273
,25,Male,High School,1,Analyst,Education,Software Developer,Low,City_C,1,Certifications,1,2.874410391
,45,Male,Bachelor's,2,Consultant,Finance,Nurse,Low,City_A,1,Workshops,1,25.74139005
,40,Male,Master's,15,Analyst,Healthcare,Nurse,Medium,City_B,1,Workshops,1,8.300060855
,57,Male,Ph.D.,12,Manager,IT,Software Developer,High,City_A,1,Certifications,1,2.247413483
,31,Male,Master's,14,Analyst,Education,Financial Analyst,Medium,City_C,1,Certifications,0,5.381464851
,46,Female,High School,25,Manager,IT,Teacher,High,City_C,1,Certifications,1,21.97547408
,39,Male,Bachelor's,29,Engineer,Finance,Teacher,Medium,City_C,1,Workshops,0,2.512961751
,40,Female,Bachelor's,2,Analyst,Finance,Software Developer,Low,City_C,1,Workshops,0,7.608927821
,57,Female,Ph.D.,18,Engineer,Finance,Teacher,Medium,City_C,1,Online Courses,1,5.842872419
,31,Female,Bachelor's,22,Engineer,IT,Software Developer,Medium,City_C,1,Workshops,0,18.02876324
,54,Female,Ph.D.,7,Analyst,Finance,Software Developer,High,City_B,1,Certifications,1,3.790000101
,26,Female,High School,29,Manager,Education,Software Developer,High,City_B,1,Online Courses,0,12.45478639
,56,Male,Bachelor's,23,Engineer,Healthcare,Software Developer,Medium,City_A,1,Workshops,0,8.638116082
,55,Male,Ph.D.,29,Engineer,Healthcare,Financial Analyst,High,City_B,1,Workshops,1,22.22413504
,54,Female,Master's,25,Analyst,Education,Nurse,High,City_C,1,Certifications,1,5.140108874
,42,Female,Ph.D.,6,Analyst,Healthcare,Nurse,High,City_B,1,Online Courses,0,6.614265375
,38,Female,Bachelor's,14,Analyst,IT,Financial Analyst,High,City_A,1,Workshops,1,29.32794584
,43,Male,High School,8,Analyst,Finance,Teacher,High,City_C,1,Workshops,0,16.9677612
,58,Female,Bachelor's,27,Analyst,Finance,Teacher,Medium,City_B,1,Certifications,1,4.609623796
,36,Male,Bachelor's,22,Consultant,Finance,Nurse,High,City_B,1,Online Courses,0,19.10956303
,56,Female,Ph.D.,2,Analyst,IT,Teacher,Low,City_A,1,Online Courses,0,3.584298437
,49,Male,Master's,17,Manager,IT,Nurse,Medium,City_C,1,Online Courses,0,14.32639938
,28,Female,Bachelor's,5,Engineer,IT,Nurse,Medium,City_A,1,Online Courses,0,28.46518286
,53,Male,Master's,14,Manager,Education,Financial Analyst,Medium,City_C,1,Certifications,0,29.32024192
,32,Female,Ph.D.,25,Manager,IT,Teacher,High,City_C,1,Workshops,1,2.124135148
,31,Male,Master's,24,Consultant,Healthcare,Financial Analyst,Low,City_B,1,Workshops,0,23.67469756
,30,Male,Ph.D.,29,Analyst,Education,Nurse,High,City_A,1,Online Courses,1,1.356951745
,35,Male,High School,20,Engineer,Education,Nurse,Medium,City_A,1,Online Courses,1,3.452944556
,34,Male,Master's,21,Manager,Education,Nurse,Medium,City_A,1,Online Courses,0,32.5260219
,46,Male,Master's,29,Analyst,IT,Software Developer,Medium,City_C,1,Workshops,0,5.303488269
,23,Male,High School,21,Analyst,Education,Software Developer,Medium,City_A,1,Workshops,1,11.83103472
,56,Male,Master's,22,Consultant,IT,Software Developer,High,City_C,1,Online Courses,0,3.474920168
,28,Female,High School,3,Consultant,IT,Financial Analyst,Low,City_A,1,Certifications,0,12.16887236
,42,Female,Bachelor's,5,Consultant,Education,Nurse,Low,City_A,1,Workshops,1,24.4871387
,39,Female,Ph.D.,16,Engineer,Finance,Teacher,Medium,City_B,1,Workshops,1,3.845602458
,24,Female,High School,18,Manager,Finance,Financial Analyst,Low,City_A,1,Online Courses,1,8.471802976
,32,Female,Master's,26,Consultant,Education,Financial Analyst,Medium,City_B,1,Certifications,1,17.13963612
,45,Male,High School,17,Consultant,Finance,Financial Analyst,Medium,City_B,1,Online Courses,1,3.990427469
,40,Male,Master's,11,Consultant,Healthcare,Teacher,Low,City_C,1,Online Courses,1,24.12952974
,25,Male,Bachelor's,17,Manager,Healthcare,Nurse,Medium,City_A,1,Certifications,0,8.606011718
,47,Male,High School,16,Manager,IT,Software Developer,Low,City_A,1,Certifications,1,9.843290304
,59,Male,Bachelor's,26,Consultant,Finance,Nurse,Medium,City_A,1,Certifications,1,19.28669747
,53,Female,Ph.D.,23,Consultant,Healthcare,Nurse,Low,City_B,1,Workshops,0,17.9563119
,57,Female,Master's,2,Analyst,Education,Financial Analyst,Medium,City_A,1,Online Courses,0,33.66416619
,58,Female,Master's,4,Consultant,Finance,Financial Analyst,Low,City_C,1,Workshops,0,16.6170361
,54,Female,Bachelor's,21,Engineer,Healthcare,Financial Analyst,Medium,City_C,1,Certifications,0,15.18731642
,57,Male,Ph.D.,7,Engineer,Healthcare,Software Developer,Medium,City_A,1,Workshops,0,6.640435721
,24,Male,High School,2,Consultant,Education,Software Developer,Medium,City_B,1,Certifications,0,8.934534469
,30,Male,High School,6,Manager,IT,Software Developer,Low,City_C,1,Certifications,1,26.939972
,29,Female,Master's,17,Analyst,Education,Nurse,High,City_C,1,Online Courses,0,4.662584042
,54,Male,Bachelor's,7,Manager,IT,Financial Analyst,Medium,City_B,1,Online Courses,0,9.156477156
,27,Female,Bachelor's,25,Consultant,Healthcare,Teacher,Medium,City_C,1,Online Courses,0,7.811800318
,25,Male,High School,5,Engineer,IT,Nurse,Low,City_B,1,Workshops,0,9.832692883
,34,Male,Ph.D.,5,Analyst,Healthcare,Software Developer,Medium,City_C,1,Online Courses,1,7.972877888
,23,Female,Ph.D.,20,Manager,Healthcare,Teacher,Medium,City_B,1,Certifications,0,26.33357479
,26,Male,High School,16,Manager,Finance,Teacher,Medium,City_C,1,Online Courses,0,29.34110806
,48,Male,High School,19,Consultant,IT,Financial Analyst,Medium,City_A,1,Workshops,1,19.21762553
,53,Female,Bachelor's,9,Analyst,IT,Teacher,High,City_C,1,Online Courses,1,26.49672554
,42,Male,Ph.D.,5,Engineer,IT,Software Developer,High,City_C,1,Online Courses,1,23.99389402
,29,Female,High School,8,Consultant,Education,Financial Analyst,Medium,City_A,1,Online Courses,0,4.920578315
,59,Male,High School,9,Analyst,Finance,Teacher,Medium,City_A,1,Workshops,1,26.22217029
,29,Male,Master's,5,Manager,Finance,Financial Analyst,Medium,City_A,1,Certifications,1,1.870478502
,24,Male,High School,10,Consultant,Finance,Teacher,High,City_A,1,Certifications,1,24.26563445
,24,Male,High School,25,Manager,Education,Nurse,High,City_B,1,Certifications,0,1.9841854
,43,Male,Ph.D.,2,Manager,IT,Nurse,Low,City_B,1,Online Courses,0,4.64425942
,27,Male,Bachelor's,9,Consultant,IT,Software Developer,Low,City_C,1,Online Courses,1,15.02625917
,23,Male,Ph.D.,11,Consultant,IT,Nurse,Medium,City_C,1,Workshops,0,28.4351049
,44,Male,Bachelor's,4,Consultant,Finance,Nurse,Medium,City_C,1,Certifications,0,8.578139677
,23,Female,Master's,22,Consultant,Finance,Nurse,High,City_B,1,Online Courses,0,25.9770092
,59,Female,High School,22,Consultant,Healthcare,Teacher,Medium,City_C,1,Online Courses,0,29.63559207
,38,Male,Master's,22,Manager,Education,Teacher,Medium,City_C,1,Online Courses,0,26.13090449
,56,Male,Bachelor's,2,Engineer,Education,Financial Analyst,High,City_B,1,Workshops,1,1.344377305
,55,Female,Ph.D.,23,Engineer,Finance,Teacher,High,City_C,1,Certifications,1,8.851838887
,44,Male,Ph.D.,29,Consultant,Healthcare,Nurse,High,City_B,1,Workshops,1,7.769824444
,51,Male,Master's,6,Manager,IT,Teacher,High,City_B,1,Certifications,1,3.087854534
,29,Female,Bachelor's,27,Engineer,Finance,Software Developer,Low,City_A,1,Certifications,0,9.862674464
,43,Male,Master's,14,Engineer,Education,Financial Analyst,High,City_A,1,Online Courses,1,5.520521163
,57,Male,Master's,1,Engineer,Education,Financial Analyst,High,City_B,1,Online Courses,1,9.559588961
,26,Female,High School,18,Manager,Education,Teacher,Medium,City_B,1,Online Courses,0,27.23933512
,34,Male,Master's,7,Consultant,IT,Nurse,Medium,City_A,1,Online Courses,0,25.10627602
,50,Male,High School,1,Consultant,Education,Financial Analyst,Medium,City_C,1,Online Courses,0,5.042246834
,52,Female,High School,1,Consultant,IT,Software Developer,Low,City_C,1,Certifications,0,4.013877485
,37,Male,Ph.D.,1,Analyst,IT,Software Developer,High,City_C,1,Online Courses,1,27.78072088
,51,Female,High School,24,Analyst,IT,Financial Analyst,High,City_B,1,Online Courses,0,19.08130513
,37,Male,High School,4,Analyst,Finance,Nurse,Low,City_A,1,Workshops,0,1.33072189
,33,Male,Ph.D.,4,Manager,IT,Nurse,High,City_C,1,Workshops,0,3.343917101
,38,Female,Master's,29,Engineer,Healthcare,Teacher,Medium,City_A,1,Certifications,0,17.75870151
,37,Female,Bachelor's,18,Engineer,Education,Teacher,Low,City_A,1,Certifications,0,8.806920421
,33,Male,Bachelor's,27,Manager,Finance,Financial Analyst,High,City_B,1,Workshops,0,6.389829795
,29,Female,Bachelor's,11,Manager,Education,Teacher,Low,City_C,1,Workshops,1,7.873147904
,41,Female,Master's,27,Consultant,IT,Teacher,Low,City_A,1,Online Courses,1,38.18145053
,24,Male,High School,1,Consultant,Finance,Teacher,High,City_B,1,Online Courses,1,10.51027098
,37,Male,Bachelor's,28,Analyst,Healthcare,Software Developer,Medium,City_B,1,Certifications,0,27.99696012
,51,Male,Master's,10,Analyst,IT,Teacher,High,City_B,1,Workshops,0,10.07852114
,44,Female,High School,9,Manager,Education,Financial Analyst,High,City_C,1,Certifications,1,2.676404641
,49,Female,Ph.D.,23,Analyst,Healthcare,Nurse,Medium,City_C,1,Online Courses,1,13.37213613
,26,Female,Bachelor's,4,Engineer,IT,Teacher,High,City_B,1,Certifications,1,5.237194734
,41,Female,High School,28,Manager,Healthcare,Nurse,High,City_C,1,Certifications,1,11.01221682
,22,Male,Bachelor's,6,Manager,IT,Teacher,High,City_C,1,Certifications,0,21.06969907
,51,Female,Bachelor's,16,Engineer,Finance,Financial Analyst,Low,City_A,1,Online Courses,1,3.629628995
,42,Male,Bachelor's,2,Consultant,IT,Software Developer,Low,City_B,1,Certifications,0,7.683708546
,41,Female,High School,23,Consultant,Finance,Financial Analyst,Low,City_B,1,Online Courses,0,25.43636424
,27,Male,Master's,18,Engineer,IT,Software Developer,High,City_C,1,Workshops,0,2.459187507
,43,Male,High School,10,Engineer,IT,Teacher,Medium,City_B,1,Certifications,1,6.191378088
,39,Male,Bachelor's,24,Analyst,Education,Teacher,Low,City_B,1,Certifications,1,9.202550831
,29,Female,High School,24,Manager,Healthcare,Software Developer,Medium,City_B,1,Online Courses,1,8.583603557
,53,Male,Ph.D.,17,Analyst,Healthcare,Financial Analyst,High,City_C,1,Certifications,0,23.19331863
,54,Male,Master's,13,Engineer,Healthcare,Financial Analyst,Low,City_C,1,Online Courses,0,4.393748565
,37,Female,High School,24,Analyst,IT,Software Developer,High,City_C,1,Certifications,1,1.78280876
,33,Male,Ph.D.,18,Engineer,IT,Teacher,Medium,City_A,1,Workshops,0,18.61941685
,59,Female,Master's,22,Analyst,IT,Software Developer,Low,City_B,1,Workshops,1,16.63953904
,55,Female,Ph.D.,13,Analyst,Finance,Teacher,Low,City_A,1,Workshops,0,4.242463478
,35,Male,Master's,17,Consultant,Finance,Software Developer,Low,City_C,1,Certifications,0,25.75417462
,57,Male,High School,5,Engineer,Education,Teacher,Low,City_A,1,Certifications,0,22.51780431
,54,Female,Ph.D.,11,Analyst,IT,Software Developer,Medium,City_B,1,Workshops,0,8.394001304
,44,Male,Bachelor's,7,Manager,Healthcare,Nurse,Low,City_B,1,Workshops,0,24.0134469
,23,Female,Ph.D.,29,Analyst,Healthcare,Teacher,High,City_C,1,Online Courses,0,26.87276026
,42,Female,Master's,10,Analyst,Education,Financial Analyst,Low,City_C,1,Online Courses,0,2.304179564
,23,Female,High School,17,Manager,Healthcare,Software Developer,Medium,City_A,1,Workshops,1,1.928976323
,48,Male,Master's,15,Engineer,Education,Financial Analyst,Low,City_C,1,Workshops,0,24.98209923
,30,Female,Ph.D.,18,Consultant,IT,Software Developer,Medium,City_A,1,Certifications,0,2.040065168
,22,Male,Ph.D.,23,Consultant,Healthcare,Financial Analyst,Medium,City_B,1,Workshops,1,8.58364479
,32,Male,Bachelor's,22,Consultant,IT,Financial Analyst,High,City_B,1,Online Courses,1,9.936685016
,24,Male,High School,19,Manager,Finance,Software Developer,Low,City_B,1,Online Courses,1,14.13592733
,44,Male,High School,26,Analyst,Healthcare,Software Developer,Low,City_B,1,Online Courses,1,25.58976693
,47,Female,Ph.D.,2,Engineer,Finance,Financial Analyst,Low,City_B,1,Online Courses,0,26.09093384
,25,Male,High School,26,Analyst,Healthcare,Financial Analyst,High,City_A,1,Online Courses,0,9.434377057
,39,Female,Bachelor's,4,Consultant,IT,Financial Analyst,High,City_B,1,Online Courses,1,9.046843962
,27,Female,Master's,3,Analyst,Education,Teacher,Medium,City_A,1,Workshops,0,1.518326459
,56,Male,High School,7,Manager,IT,Teacher,Medium,City_B,1,Online Courses,1,2.521646223
,43,Female,Ph.D.,24,Manager,IT,Nurse,Medium,City_A,1,Online Courses,0,7.791374787
,36,Female,Master's,18,Engineer,IT,Teacher,High,City_A,1,Online Courses,0,29.88628496
,43,Male,Master's,10,Engineer,Healthcare,Teacher,High,City_A,1,Online Courses,0,2.198967346
,58,Female,Bachelor's,7,Consultant,Education,Software Developer,High,City_C,1,Workshops,0,5.518581238
,33,Female,Ph.D.,8,Engineer,Finance,Nurse,Medium,City_A,1,Certifications,0,8.02733168
